,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.49920177459716797,0.11454542408090253,0.0033710479736328127,0.0006127887250211422,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.7343750000000001,0.7058176577669903,0.7278645833333333,0.716234324433657,0.7193211488250654,0.7207263252464762,0.009817265980131497,269,0.7179599791277949,0.7251039520546457,0.7192182410423453,0.7224980888624631,0.7217243010284011,0.72130091242313,0.0025129645895263053
1,2.4297424793243407,0.24130777335730996,0.00304560661315918,0.0004283457785347778,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.9222407183212268,0.8960355987055018,0.8990822208737864,0.9296242920711976,0.8672970164009227,0.9028697742247582,0.02198359383190498,191,0.9167333417665475,0.9112357109135336,0.8957806823995591,0.9125836801694048,0.8955771016525167,0.9063821033803124,0.008925283032319408
2,1.6808051586151123,0.7430142344819697,0.0029295921325683595,0.0004714601764620559,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.9277233403954803,0.8639006877022654,0.8951506877022652,0.904176779935275,0.8811820324976553,0.8944383994425424,0.021506672716275807,226,0.9300083409759339,0.8893079015413545,0.8910941978456987,0.8983624464930873,0.8975864870755004,0.9012718747863149,0.014795628464876037
3,1.0841205596923829,0.4551999925583955,0.002594280242919922,0.00015879217201656196,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.9162788791364004,0.9026345064724919,0.9089679409385113,0.877566241909385,0.905323962584603,0.9021570586998742,0.01312263214196112,196,0.89197388602511,0.9195471344788965,0.910459601416711,0.875330226788321,0.922067469868102,0.903875663715428,0.017756009259911346
4,1.6102210521697997,1.1077832992922187,0.0029815673828125,0.00025925323631080966,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.9798066737288135,0.8849110032362462,0.9195615898058251,0.9414315331715211,0.8894743846485336,0.923059733473233,0.035088188832390975,122,0.9776100139148035,0.9066738700584501,0.9133356905675734,0.9195052573566449,0.9011002959495653,0.9236450255694073,0.027683659401036773
5,1.7441250324249267,1.1541280819101591,0.0035418033599853515,0.000504014521352415,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.9293690728410007,0.9264259708737864,0.889942354368932,0.9567025687702265,0.966130320160207,0.9337048209085291,0.026705602412451918,100,0.9224959283387623,0.9493464600992014,0.887117846567755,0.9316683885011743,0.9813296331741459,0.9343916513362076,0.031017922069483415
6,3.063240385055542,0.7925670578670456,0.003288459777832031,0.00014204621190447807,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.9772939366424536,0.9765877831715212,0.9691292475728156,0.9910623988673141,0.9262116910441329,0.9680698461947224,0.022079084262472792,34,0.9740362417380853,0.9772018576059324,0.9705070489863564,0.985511700902531,0.9331351782014352,0.9680784054868681,0.018163592281175988
7,1.7952864170074463,0.8631260392533695,0.0033396244049072265,0.00016125625971452463,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.9363587066182405,0.9302437297734629,0.9735411610032363,0.8928119943365695,0.9431639585287334,0.9352222001897594,0.02590767857406146,97,0.9401115951424686,0.9479204650730971,0.9714617288535349,0.8915791428227154,0.9542006598064483,0.9410547183396529,0.026807695155476492
8,2.1369476318359375,1.0567517874817407,0.003337192535400391,0.00027106199887469955,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.9771110774818401,0.9303322208737864,0.9511655542071198,0.9028746966019418,0.9812447717305889,0.94854462556241,0.029357543953469754,66,0.9855076531418994,0.9472239616152718,0.9543675665638833,0.8970144772372161,0.9863818191580755,0.9540990955432692,0.032663940132142764
9,2.712956428527832,1.0393163546475264,0.0033875465393066405,0.0003044233732624628,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.9555242382970138,0.9873331310679613,0.9529985841423948,0.9619109021035599,0.9409395675429035,0.9597449491209059,0.015377564550998403,49,0.9558622039151196,0.9891052320723448,0.9614451952915892,0.9488091687193698,0.9416433333965029,0.9593730266789852,0.01628840640254957
10,2.901407527923584,0.3228995917946076,0.0036411285400390625,0.0005146938185619492,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.976631860371267,0.9889006877022654,0.9668790453074433,0.9948801577669903,0.9627652158483105,0.9780148774807937,0.012337912867974633,15,0.9776509281806395,0.9879719818348104,0.9719571431111148,0.987005252418305,0.9815527008161511,0.9812276012722041,0.005961670849236914
