,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.20377416610717775,0.07983920828168846,0.003677988052368164,0.0030919188194824306,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.6470143613000757,0.7080062794348508,0.6718995290423863,0.5,0.5857371794871796,0.6226948756710662,0.07307550744849908,29,0.692628205128205,0.6813186813186811,0.5846153846153846,0.5095238095238095,0.5198979591836734,0.5975968079539508,0.07746328166710724
1,0.3723739147186279,0.13504604648211682,0.002594757080078125,0.0015841351303518864,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.5000000000000002,0.6875981161695447,0.5,0.5,0.6762820512820514,0.5723059480202338,0.08912163154287882,138,0.5,0.6886446886446885,0.5,0.5,0.7195578231292515,0.5816405023547879,0.10046551460814446
2,0.29221377372741697,0.0634572425847318,0.0021971702575683595,0.0013225419086703165,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.5461073318216176,0.6130298273155416,0.5800627943485086,0.5937990580847723,0.5689102564102565,0.5803210457972363,0.02265499443395669,121,0.6785256410256411,0.6219780219780219,0.6758241758241759,0.4981684981684981,0.6394557823129252,0.6227904238618525,0.06592118295683026
3,0.23566908836364747,0.04145580289352758,0.0017795085906982422,0.000959281641981758,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.5000000000000002,0.6718995290423861,0.5,0.5270800627943485,0.5304487179487181,0.545804465375894,0.06435416911095498,185,0.5,0.636996336996337,0.5285714285714286,0.5842490842490842,0.6353741496598638,0.5770381998953427,0.05537864255900961
4,0.2143035888671875,0.06553390031133365,0.0024482250213623048,0.0010935182801093176,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.48979591836734704,0.5949764521193093,0.5066718995290422,0.6220565149136578,0.6330128205128206,0.5689208093493807,0.05962292668773332,145,0.5814102564102565,0.6223443223443222,0.5926739926739926,0.6410256410256411,0.5957482993197278,0.606640502354788,0.02181383283020097
5,0.4083746910095215,0.04593981079971268,0.0017919540405273438,0.00036116972844272037,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.6322751322751323,0.7362637362637362,0.7056514913657771,0.6887755102040817,0.733173076923077,0.698958728220633,0.03795038689909596,2,0.6897435897435897,0.7520146520146519,0.7054945054945055,0.6750915750915751,0.711734693877551,0.7068158032443745,0.025949043792288806
6,0.2598864555358887,0.04159642762548512,0.001424121856689453,0.000263097355351074,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.5000000000000002,0.6028257456828885,0.6899529042386185,0.6040031397174254,0.6314102564102565,0.6052879818594105,0.06177783422040245,71,0.5,0.609157509157509,0.6399267399267399,0.6556776556776557,0.6540816326530612,0.6117687074829932,0.05832720889640842
7,0.27278890609741213,0.012250014566639046,0.0034586906433105467,0.0017218227258530077,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.5684051398337113,0.6785714285714285,0.6169544740973313,0.6966248037676609,0.5072115384615385,0.6137166598833266,0.06980399715760612,41,0.6307692307692307,0.6703296703296702,0.6846153846153847,0.7073260073260074,0.5312925170068028,0.6448665620094192,0.06201180458509033
8,0.3204049587249756,0.058406356952541934,0.001878213882446289,0.0007206744200418968,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.5563114134542707,0.4850863422291994,0.49764521193092615,0.5835949764521192,0.5793269230769231,0.5403315987363606,0.041243193921032,200,0.6480769230769231,0.539194139194139,0.5553113553113553,0.6315018315018315,0.6670068027210885,0.6082182103610675,0.051284306168988804
9,0.3469264984130859,0.09102570647054019,0.0014740467071533204,0.00019756978751810404,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.6730914588057446,0.5416012558869702,0.5596546310832025,0.7080062794348508,0.5665064102564104,0.6100562338895673,0.0674067282779871,51,0.6102564102564103,0.6626373626373626,0.5985347985347985,0.7153846153846155,0.5377551020408163,0.6249136577708007,0.06019196796358772
10,0.26845312118530273,0.07043882736829085,0.0014150142669677734,0.00036150153667932145,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.5619803476946335,0.6911302982731554,0.6773940345368917,0.6040031397174254,0.5000000000000002,0.6070668449716069,0.07126335013805062,64,0.6076923076923076,0.6498168498168497,0.6750915750915751,0.6285714285714286,0.5,0.6122344322344322,0.06041118214893504
