,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5934480667114258,0.15266426735942887,0.004011726379394532,0.0003823126956111634,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.5779043079096046,0.5780617920711975,0.5903114886731392,0.6563511326860841,0.6695100002534919,0.6144047278130894,0.04006875252053822,273,0.575122742797508,0.5760142856296284,0.5726218436600605,0.6351836963671597,0.6567324578027088,0.6031350052514132,0.03564008651255169
1,0.7774214744567871,0.30083023401516196,0.004256629943847656,0.0005823871982665101,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.7395455004035513,0.6924681432038836,0.7759405339805826,0.7265625,0.8611942001064665,0.7591116105389715,0.05757618635724903,248,0.7404926710097719,0.7028792496883908,0.7588227392773828,0.7355274048233752,0.8527818706412977,0.7581007870880436,0.05066369573818312
2,0.8499172687530517,0.3362319161111594,0.0038603782653808595,0.00023605301330796558,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.8833390082728007,0.7304687500000001,0.8769215210355987,0.8960103155339806,0.8894015057415904,0.8552266968762241,0.06269969613418831,228,0.868785379969008,0.7480854056253617,0.8835347846785043,0.8947102478454023,0.8820457790074792,0.8554323194251511,0.05429999000638918
3,0.6447221755981445,0.02399257021445181,0.004006433486938477,0.0006944995525840505,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.8963819108151735,0.8806507888349515,0.8769215210355987,0.8947967233009709,0.8959289208851935,0.8889360867909429,0.008386790252219436,181,0.8874620505360361,0.8958000406919207,0.8835347846785043,0.8916781071540741,0.8901614930766122,0.8897272952274295,0.0041073337539651485
4,0.8408706188201904,0.1675053306346217,0.00724635124206543,0.0027226164500758084,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.9001967312348668,0.8726613066343043,0.8769215210355987,0.8947967233009709,0.8483199827625542,0.8785922873525716,0.018347486244109038,220,0.8900009092059075,0.8975292497871573,0.8835347846785043,0.8913748930849414,0.8657736854406711,0.8856427044394364,0.010884513194896656
5,1.337328815460205,0.1249816539225975,0.008791685104370117,0.003689278893113381,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.9001053016545603,0.8710937500000001,0.8854166666666666,0.8947967233009709,0.8786629572359248,0.8860204672953478,0.010515615675631387,205,0.889911569842826,0.8934853420195438,0.8899022801302932,0.890442732047653,0.863839708724985,0.8855163265530601,0.010919754497464792
6,1.1838994026184082,0.27456927425159056,0.004788255691528321,0.0001653566901665802,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.9067985774818401,0.8770100121359223,0.880739279935275,0.8984375,0.9043670308499582,0.8934710910219639,0.01228127636132151,144,0.8916965782233327,0.8991474450017085,0.8892178262217948,0.8926207374719256,0.9250599321558519,0.8995485038149228,0.013170902821737069
7,0.6981226921081543,0.09007286043309154,0.0047515869140625,0.00014529139791081262,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.9067985774818401,0.9255663430420713,0.9230506674757282,0.8974008899676374,0.901756064792517,0.9109157755149462,0.011360584285379534,121,0.8916965782233327,0.9243462131822069,0.919437700866975,0.8940483127667938,0.9224780722533859,0.9104013754585388,0.014417020361444816
8,0.8501285076141357,0.06137541330165346,0.005324411392211914,0.0006012434301011605,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.9291862136803873,0.9216600930420713,0.9315458131067961,0.9041767799352751,0.9004505817637963,0.9174111163136845,0.012799348200369534,116,0.9205061509756174,0.9240204802831842,0.9266923196962725,0.9019004707225581,0.9195483847533859,0.9185335612862037,0.00869772725858952
9,1.03443603515625,0.2547721024637665,0.005489969253540039,0.0002536910186049149,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.926695545803067,0.9160725121359224,0.9404834142394821,0.9340362055016181,0.9268929503916449,0.928836076015204,0.008172747601557924,83,0.9118975522595744,0.9265090085196238,0.9341721268244697,0.9244765853552543,0.9293619791666665,0.9252834504251177,0.007442825517373206
10,1.0350759029388428,0.060258796598911826,0.007687711715698242,0.0014610667650245986,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.9321560986682809,0.9542121763754047,0.9326456310679612,0.94995196197411,0.9280875307358869,0.9394117020175781,0.010551933531516131,73,0.9349500727364726,0.9559423043874187,0.9316531784143189,0.9473847539620301,0.9370232669420862,0.9413907152884653,0.008978344511558455
