,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.43936333656311033,0.07797076734014295,0.0025262355804443358,0.0008781395794228268,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.9818639229839097,0.9810934653563504,0.9919788581413505,0.9900270159741242,0.9833628691460223,0.9856645577830078,0.004461706132152426,1,0.985431666935174,0.9878142910340588,0.9946542363144966,0.9900311765247813,0.9852848273988002,0.9886432396414622,0.003473866365548941
