k,GMM,Kmeans
2,0.688,0.6746666666666666
3,0.6586666666666666,0.6853333333333333
4,0.664,0.6693333333333333
5,0.6506666666666666,0.664
6,0.6693333333333333,0.6666666666666666
7,0.6613333333333333,0.6853333333333333
8,0.6933333333333334,0.6986666666666667
9,0.688,0.6906666666666667
10,0.6773333333333333,0.7173333333333334
15,0.7306666666666667,0.728
20,0.752,0.7573333333333333
25,0.7733333333333333,0.792
30,0.7786666666666666,0.776
35,0.7706666666666667,0.7733333333333333
