,0,1,2,3,4,5,6,7,8,9
2,0.9016217468575105,0.9044644988930097,0.9266140728826838,0.9100995104521044,0.8989292305016144,0.9052813989934033,0.8766890038098591,0.9191168299621088,0.910615209645307,0.9122886217164246
3,0.8561030890166235,0.8523413102025837,0.8846854980271925,0.8411923278456167,0.8702218105772711,0.8818623227193069,0.8676857859940079,0.8563319923267115,0.8450946744354702,0.8311229641912493
4,0.7882156182361487,0.8221090489985907,0.8297960522526002,0.8404731937790292,0.7978745484307422,0.8185433926335764,0.8458883055358613,0.8078807099375582,0.8150188889301607,0.83877757514019
5,0.7749198019688858,0.7789763552512329,0.7526101415342479,0.6966807604475266,0.7666219529931394,0.7943593458948413,0.7570952217152505,0.8120383184484337,0.7408424135237165,0.7828788676384428
6,0.7192390397179141,0.7053913090481664,0.7623024332759524,0.6824646240018984,0.7150211002280894,0.7214892394187356,0.7045262950200447,0.7218155814853302,0.7351017782226521,0.7337425591904356
7,0.7071974569664173,0.7098906097966383,0.7309267918168656,0.7256028092658462,0.626530509704305,0.6606635292062089,0.6412293958774442,0.7304627008272232,0.7081432223896484,0.6550871507450928
8,0.5716990855790243,0.6014419732263518,0.5813159521407107,0.6053526398297402,0.5530330277676646,0.6269536925493421,0.5842060652119744,0.6271825334691435,0.5692392254329284,0.5572862819217433
9,0.5924245540586541,0.5864164998919661,0.5634467718498616,0.5283605316525257,0.5434291455615958,0.571589943433522,0.5327335866247469,0.5376937998056143,0.5621431407747834,0.5714468990235
10,0.5449354182455465,0.49556711630878764,0.6096380362309268,0.5176417807171626,0.5367482319295002,0.5167810355632428,0.5126853658578646,0.5004912173036498,0.5640642053072162,0.5332638719342727
11,0.4702504947926079,0.5002117678291677,0.4342803222065519,0.46418629564802055,0.4998761583842366,0.49201729891648427,0.463472634925921,0.4836322840475763,0.5010670821995715,0.47713660478802966
12,0.4171822845130907,0.44781474142384464,0.4050764823386886,0.3879180605620396,0.4361502154398246,0.43831728099149486,0.40749018138067356,0.40706306833227207,0.4289405491076155,0.46095887084787734
13,0.37987160609626414,0.3734210269374348,0.3896006578509243,0.3880853108560833,0.39579206444730486,0.3922917103053937,0.32029847492576097,0.3708819852565261,0.36097362594373195,0.3576419998915607
14,0.3462870052495693,0.3400253354629924,0.2879126691009513,0.32366928752478824,0.3122246595162953,0.3033504636216772,0.36740975404001014,0.3305050012852579,0.32720891888074644,0.32300573167298896
15,0.3232825429434106,0.31770130726563006,0.31912544078502175,0.24787139959377422,0.27603538210025746,0.2735554530866371,0.27953783266387205,0.25861290470410314,0.24479566179978113,0.3113826922349138
16,0.2785650391372491,0.24915451350855064,0.2949236992362022,0.2632929716564657,0.2667406450637374,0.19855232947295182,0.26258409117827386,0.24703275683944625,0.16123087090931273,0.2710883388908136
17,0.16698645499641018,0.17092747622487628,0.17768059863637886,0.19915308118572742,0.1827318306371353,0.22041604668653847,0.18009189179574905,0.16373996898717583,0.17479427591663507,0.1998437877705047
18,0.12616059679889008,0.11217802315198408,0.1289581098044278,0.13073864120103323,0.14374939940107742,0.12541850172986777,0.15712111679542956,0.13218136991705817,0.12108686925342706,0.1636152190919619
19,0.06818919556904526,0.08267535922219707,0.08677762397055998,0.11459255768169145,0.08019234003722048,0.12111547787147481,0.08755176852417866,0.08392189272209057,0.11114568507423149,0.08934726757459834
20,0.06164547871155814,0.037648855298730896,0.03955846577800144,0.027968189465971415,0.04761904761904709,0.052797384399083956,0.09286180709033451,0.029149445404310234,0.04926158332585299,0.06588446353320118
