,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.04952259063720703,0.010747148503985551,0.0012668609619140626,0.00014137402329010627,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.6654135338345863,0.7135338345864661,0.6916988416988418,0.7362934362934364,0.6710424710424708,0.6955736199929085,0.02647831533295644,1,0.7654961649089166,0.7882790028763182,0.696904761904762,0.8032142857142858,0.7598809523809524,0.762755033557047,0.036442987021672195
