,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
257,0.0372504711151123,0.0077143298830238,0.00080718994140625,0.00011943943695547996,0.001,"(25, 25)",12,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 12}",0.587593984962406,0.6090225563909774,0.6486486486486487,0.5723938223938222,0.6073359073359074,0.6049740650887372,0.02562685324075647,292,0.6804050814956855,0.5839525407478426,0.6229761904761906,0.6083333333333333,0.6014285714285716,0.6194191434963248,0.03297384720560336
258,0.041794967651367185,0.007173083471487199,0.0007138252258300781,1.7774580783477595e-05,0.001,"(25, 25)",13,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 13}",0.6093984962406014,0.6368421052631579,0.7281853281853282,0.7552123552123552,0.7416988416988418,0.6940024453402872,0.05940818758855902,54,0.7068791946308722,0.7575862895493767,0.708452380952381,0.6911904761904761,0.7133333333333335,0.7154883349312879,0.022319900086729013
259,0.03691034317016602,0.001746828140628636,0.0007421016693115234,4.770912447124287e-05,0.001,"(25, 25)",14,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 14}",0.6022556390977444,0.7169172932330827,0.7123552123552124,0.7536679536679537,0.733011583011583,0.7034774577997159,0.05280525536500348,42,0.7534276126558005,0.7533676893576222,0.7109523809523811,0.714404761904762,0.7105952380952382,0.7285495365931608,0.020331998167433172
260,0.05109262466430664,0.010107588303223457,0.0007122039794921875,2.0728654790702008e-05,0.001,"(25, 25)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 15}",0.5804511278195488,0.6654135338345865,0.5405405405405405,0.6947876447876448,0.7146718146718147,0.6391124459192674,0.06724932268250766,233,0.6983221476510065,0.6746164908916585,0.5544047619047621,0.6347619047619049,0.6871428571428573,0.6498496324704378,0.052328060264374865
261,0.04941544532775879,0.005582128615793147,0.0007255077362060547,1.4383577694224649e-05,0.001,"(25, 25)",16,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 16}",0.5988721804511278,0.6492481203007519,0.6583011583011584,0.7393822393822395,0.6519305019305018,0.6594146736310806,0.04520584265119293,172,0.7145134228187918,0.6855105465004793,0.6617857142857144,0.6625,0.7196428571428573,0.6887905081495684,0.024676886498483177
262,0.034790992736816406,0.005244547041423449,0.0008207321166992188,0.00014173318584188293,0.001,"(25, 25)",17,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 17}",0.5819548872180451,0.593984962406015,0.7544401544401544,0.6384169884169885,0.671042471042471,0.6477444365859538,0.062012424057885776,220,0.6936720997123681,0.6333892617449663,0.6763095238095239,0.6545238095238095,0.6589285714285715,0.6633646532438479,0.020408206292908303
263,0.04634027481079102,0.014822176129220616,0.0007926464080810547,7.413178596962119e-05,0.001,"(25, 25)",18,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 18}",0.6330827067669172,0.5902255639097744,0.7011583011583011,0.7202702702702704,0.507142857142857,0.6303062124585206,0.07720182782108262,245,0.7202420901246402,0.7030321188878234,0.6695238095238097,0.7022619047619049,0.48535714285714293,0.6560834132310642,0.08692649022241555
264,0.04357790946960449,0.005063637117577458,0.0007388114929199219,2.1381454739871654e-05,0.001,"(25, 25)",19,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 19}",0.5830827067669172,0.6654135338345865,0.6812741312741314,0.6583011583011584,0.7138996138996139,0.6602596064372013,0.04318930798508508,163,0.741083413231064,0.6775407478427611,0.6671428571428574,0.6953571428571429,0.6826190476190476,0.6927486417385746,0.02581704604268925
265,0.04199409484863281,0.009082317457440932,0.0007175445556640625,2.2042361763377918e-05,0.001,"(25, 25)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 20}",0.7052631578947368,0.6334586466165414,0.705984555984556,0.6996138996138997,0.6583011583011582,0.6804827068426009,0.029474962806455715,110,0.6993648130393095,0.7165747842761264,0.6710714285714288,0.6988095238095238,0.694404761904762,0.69604506232023,0.014604831007726735
266,0.06561174392700195,0.013350863855208003,0.000995969772338867,2.8952537614336085e-05,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 2}",0.5755639097744362,0.5349624060150375,0.5604247104247103,0.6057915057915058,0.6065637065637065,0.5765815527797298,0.02738089888629059,321,0.5915867689357621,0.6040867689357621,0.5550000000000002,0.5929761904761904,0.5911904761904763,0.5869680409076382,0.01667492703628367
