,0,1,2,3,4,5,6,7,8,9
2,0.6062798669289439,0.6584969264784711,0.4786247978838015,0.6449750330604611,0.6879668222346133,0.6324249934299984,0.5139735981504789,0.6102061577650406,0.3972587804433567,0.542082456619236
3,0.6608340528180844,0.6206393482672494,0.6385043830329652,0.7248992431703425,0.7134170698782102,0.7119287885683435,0.5640493953452674,0.6825262209928726,0.6437483543476071,0.6541240436531922
4,0.8555279707544704,0.7657592045305233,0.7577026377392319,0.7705389857793653,0.7782693975733719,0.7446924122400468,0.7361640485206824,0.7064226583701643,0.675787360294163,0.7709637509553142
5,0.7998991043768167,0.8191605988698997,0.795508534063843,0.8555236297603007,0.7669121319643992,0.7763814687049517,0.7309789089115548,0.8169867151549802,0.680710971762591,0.753380513384208
6,0.8805070224160696,0.7834670678742126,0.8329763635978823,0.8300030134812106,0.8632142308282145,0.8250898411829118,0.740649964893756,0.8150679628266941,0.8046591721536901,0.6660611313420282
7,0.8573716036291011,0.8005056411758409,0.8101675586515742,0.8695326049094817,0.8480693825306442,0.833823169370901,0.7763358883926377,0.7794612965538376,0.8334021157949578,0.7914857399650864
8,0.8214377055272962,0.8747616684843198,0.86173946730838,0.8539919130182284,0.8896633795659408,0.8683069076629045,0.7825833121381368,0.7861486811909181,0.8117406003414459,0.8416073629892692
9,0.8171469115358765,0.7732319669565113,0.8265196043223697,0.9176158603698658,0.8880541644033367,0.9032293928602592,0.847295983090904,0.8800031405776951,0.8542167152768606,0.8333770857667506
10,0.8373667262584026,0.8638430026681724,0.8613095945069392,0.9250987309177362,0.9051377661062369,0.9057972900562353,0.8341023589232613,0.869092778017432,0.8826487160515193,0.8901456947436868
11,0.8777000750274987,0.8798128590870867,0.8641009989557639,0.9296212331995031,0.8755454466633567,0.8937622700607378,0.8524423748594739,0.9041705275811093,0.8999650589738183,0.8767324169434992
12,0.8477132881794623,0.8825909753033914,0.8871449012802043,0.9328771052622641,0.9014647772646859,0.9192863021780742,0.849346492532811,0.8543439523630022,0.8786054197715217,0.9224763124590178
13,0.9072079414941854,0.9091339564692648,0.9107825947956067,0.9508490617819096,0.9146857090705544,0.873575072062967,0.9150635021761759,0.9170447928661235,0.8957974217175023,0.9318514228731497
14,0.8961841985645466,0.8754576828166992,0.9276217889950024,0.8666822901070359,0.9241690923777818,0.8976360498258522,0.9073214638216671,0.9183316724642832,0.8643879777106797,0.8882656120159236
15,0.9158928374897534,0.9158307174112575,0.9445405787694952,0.9342692764395895,0.9212865069712757,0.92208063197218,0.8776167096519918,0.9074636314909624,0.8999658854065662,0.9144238890889566
16,0.9276000716969451,0.8987990612327362,0.912323381945127,0.9242407432268532,0.9083428635222016,0.9301567281393223,0.9001266833864804,0.9165176231652008,0.9287454950695799,0.8816149068812965
17,0.9282833266271784,0.9435372030824285,0.9037255358065985,0.9588207901204958,0.9087380884652895,0.9308058617880982,0.918273888792302,0.9138621961482061,0.9210217194551144,0.921991727607306
18,0.9328252966499477,0.9229992985302097,0.9219663278845522,0.9402633936437486,0.9164895985002283,0.9313223180616019,0.8987404830012434,0.952405559234292,0.9408652482606676,0.9021022697147324
19,0.9276136592197386,0.902702041973054,0.9317355800774547,0.9232863347861436,0.9229022257764481,0.9368655651514096,0.9216782138627359,0.9415352086116275,0.9383304767681436,0.9364972765119708
20,0.9396571566018784,0.9388220234560904,0.952693974194371,0.9312825466963291,0.9094269758791942,0.928795173122055,0.941403981564993,0.9422342802995562,0.9238433493184727,0.9370437665129328
