,0,1,2,3,4,5,6,7,8,9
2,0.7135225112073987,0.7567992537027655,0.7933693541270014,0.7232739655941152,0.725258669332132,0.7487434344901415,0.7996244376230475,0.7838835598299114,0.9062590189042538,0.8603049823279418
3,0.6342051531486025,0.7217019462502685,0.6331142380760982,0.6044322883934702,0.6377731333787408,0.6266421994859335,0.5496522796537195,0.672925681950321,0.721111723141289,0.7284937626023145
4,0.4001705009214214,0.5139183663956324,0.5028229078965331,0.5106669333380434,0.4917474787447628,0.49831157946531623,0.48782268480190566,0.5206200620434516,0.6313579475265847,0.5509852189926094
5,0.390971554753524,0.34301560581598917,0.38667961342716767,0.28764105655851135,0.4345728271181331,0.38228560543338985,0.49765849430022824,0.335262678843812,0.5258265676234833,0.49358548370764405
6,0.19708897227084352,0.21448586076323056,0.2641542120127274,0.3060619434925921,0.23284289773904712,0.17099674760851327,0.43863000768808447,0.26024383512055294,0.3709598918215466,0.3750000000000001
7,0.12500000000000022,0.329357783062261,0.15184988164689964,0.10944164427845074,0.18094777440922202,0.0922158888143592,0.26823809785128117,0.15134846456982104,0.2701330271145154,0.24401286276390682
8,0.12500000000000025,0.12499999999999992,8.305375371144631e-31,0.1184588916615142,1.1330683405578162e-30,6.549108476466615e-30,0.23005227289507457,4.664745582058159e-30,0.2064844959652777,0.12499999999999979
9,0.12500000000000025,0.3293577830622609,7.57101983412672e-31,1.174405738605171e-30,6.63743164825931e-31,2.780369055592758e-30,2.185549639679686e-30,2.0070331462901193e-30,0.12196527855868584,1.1448131606594373e-29
10,0.12500000000000025,0.12500000000000058,1.0405363820124535e-30,1.5012994270222247e-30,8.568964067895044e-31,1.363539551125502e-30,1.3809374336046674e-30,2.1742392569272516e-30,0.12196527855868584,2.2834031019761183e-30
11,0.12500000000000025,7.065978790403185e-31,6.178946409197195e-31,1.1577191917785289e-30,8.026632889752268e-30,1.5048541071195643e-30,3.8282369811393034e-30,9.89938576391428e-31,8.218056344277251e-31,1.9798761947210304e-29
12,0.12500000000000025,9.114717391905248e-31,3.396273926104708e-30,2.7185062527387773e-30,8.46610637766712e-31,8.828086877402121e-31,2.4279954885822226e-30,8.831703929995867e-31,2.0061000068164947e-30,9.439626662200803e-31
13,0.12500000000000025,7.767686476985137e-31,9.250126005507848e-31,9.509978493501587e-31,1.8955649240318363e-30,7.442121902846888e-31,1.1218343871784504e-30,9.048339847463726e-31,1.582624294806216e-30,8.285390469684031e-31
14,0.12500000000000025,9.380752410277508e-31,8.613150676388597e-31,7.844439039091887e-31,2.2287061207512248e-30,8.746523686533325e-31,1.0891025331799281e-30,6.730955891232779e-31,6.46562840850318e-30,1.6153632906115103e-30
15,1.3855478573349275e-30,1.0979897735377578e-30,5.700047964720994e-31,4.154181166785458e-30,6.248587893201981e-31,1.2825742775159144e-30,5.364660040187318e-31,1.0025274685878752e-30,8.902210183931856e-31,7.643589586417433e-31
16,1.2753074765112518e-30,4.799735770215933e-30,9.076734353497345e-31,8.138923506913652e-31,8.563604248062844e-31,3.081347764839878e-30,8.400660220523106e-31,6.497739197120978e-31,9.898890654011923e-31,1.4224948286813924e-30
17,3.4919462569914375e-30,9.83704322105304e-31,8.159287693884959e-31,1.612674714511066e-30,8.372342459932629e-31,6.968343271260733e-31,6.185687362654529e-31,6.564364429057781e-31,7.947780357137821e-31,6.906893920011006e-31
18,1.748178700435912e-30,2.446078411408754e-30,5.2347494320712406e-30,9.61655023441767e-31,4.669018185632982e-31,5.6144044180004475e-31,6.235299079731508e-31,5.149710683597025e-31,5.718003256759863e-31,4.6365899556304e-31
19,7.798733691021471e-31,7.0343292363156206e-31,5.432754289384445e-31,3.715644384656183e-31,6.9639503527745e-31,6.779319297304673e-30,4.2306998154325755e-31,4.993538452341162e-31,5.930518954232261e-31,1.674755745373924e-30
20,1.821409201800637e-30,1.3570949084365497e-30,8.030907689246855e-31,7.755628794757371e-31,8.109753914710243e-31,1.1234280878002205e-30,6.96240753821962e-31,1.6973394682476866e-29,6.849029699678592e-31,1.1042127211443086e-30
