,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2855879783630371,0.007363088628813552,0.10554890632629395,0.0024781857873927772,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.7383458646616541,0.6868421052631578,0.728957528957529,0.7083011583011581,0.6805019305019305,0.7086046310098059,0.022651029696631467,1,0.7473633748801533,0.7067593480345158,0.7063095238095238,0.710952380952381,0.6998809523809525,0.7142531160115053,0.016929266949677012
