,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8788961887359619,0.11588125866051004,0.10593304634094239,0.0006994805133015965,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.9964807135059578,0.9908759124087592,0.9981751824817517,1.0,0.9963503649635036,0.9963764530115712,0.0030536806129049993,1,0.9960053071517977,0.9945280437756497,0.9981760145918833,1.0,0.9979480164158686,0.9973314763870398,0.0018885096720230288
